	geneName	slope	p-val	rejected	p_corrected
498	RP11-430L17.1	-0.193221692	0.004995804	TRUE	
518	EIF1AXP1	0.3762646384830146	8.368208858274908e-07	TRUE	
537	ATP13A2	-0.105455754	0.005976474	TRUE	
582	NBL1	-0.268384181	0.00073565	TRUE	
610	DDOST	-0.134874081	4.428629997416442e-06	TRUE	
633	ALPL	0.4776553136462475	0.001746078	TRUE	
638	LDLRAD2	-0.343035607	0.000178147	TRUE	
675	LUZP1	-0.173761028	0.002073745	TRUE	
681	LINC01355	0.24481036533197287	0.004064298	TRUE	
695	ELOA	-0.087568363	0.00036135	TRUE	
719	NIPAL3	-0.141651739	0.005177553	TRUE	
727	RUNX3	-0.367409553	0.00501826	TRUE	
742	TMEM50A	0.14306509846859794	0.003607406	TRUE	
752	MTFR1L	-0.05975336	0.002202566	TRUE	
779	SH3BGRL3	-0.141816944	0.005995496	TRUE	
780	UBXN11	-0.199694187	6.952383504330782e-06	TRUE	
781	CD52	-0.193402278	0.007430351	TRUE	
790	DPPA2P2	0.3544019057794571	0.004898264	TRUE	
799	ARID1A	0.13948743612482217	0.001202431	TRUE	
885	TAF12	0.15039125132575026	0.003586576	TRUE	
934	SERINC2	-0.28943786	0.000997378	TRUE	
949	SPOCD1	0.3683764386465994	0.003327261	TRUE	
956	TMEM39B	-0.127428072	2.425826142251554e-06	TRUE	
958	KPNA6	-0.055749608	0.007688949	TRUE	
965	EIF3I	-0.149277696	6.46416921015474e-05	TRUE	
970	MARCKSL1	-0.247218375	0.000383805	TRUE	
987	S100PBP	0.086311339	0.001642813	TRUE	
995	AK2	-0.09921232	0.002571581	TRUE	
999	TRIM62	-0.137188279	0.000327446	TRUE	
1002	RP11-415J8.7	-0.235525842	0.007698714	TRUE	
1004	RP11-415J8.3	0.3058416566877518	0.00282907	TRUE	
1042	NCDN	-0.154808777	0.000185734	TRUE	
1044	TFAP2E	-0.116252738	0.005436664	TRUE	
1045	PSMB2	-0.121715736	8.038777241838324e-05	TRUE	
1049	AGO4	0.3041485777467386	8.867478307330174e-05	TRUE	
1052	AGO3	0.10851893051932782	0.000749009	TRUE	
1084	MEAF6	-0.101262488	0.001679831	TRUE	
1100	MTF1	0.14299038814628323	0.006807682	TRUE	
1117	RRAGC	0.13648418315396588	0.003357416	TRUE	
1134	RP11-69E11.4	-0.197183622	0.006267267	TRUE	
1136	PABPC4	-0.160917524	0.000823615	TRUE	
1155	CAP1	0.1726233787782243	0.007220615	TRUE	
1156	PPT1	0.24079153813979964	0.002029087	TRUE	
1161	RP1-39G22.7	0.2551317586456425	7.784952273213977e-05	TRUE	
1162	ZMPSTE24	0.2617352598720295	0.002579923	TRUE	
1167	RP1-228H13.2	0.3373657567781738	7.921043805447094e-06	TRUE	
1169	RP1-228H13.5	0.24521316072326144	0.000639492	TRUE	
1170	RP11-656D10.7	0.3198031772616742	0.003737427	TRUE	
1171	ZFP69	0.17819247137310568	0.001074002	TRUE	
1173	EXO5	0.13287078205162287	0.005342334	TRUE	
1220	PPIH	-0.143547575	0.006687029	TRUE	
1222	YBX1	-0.294831699	6.202390086492534e-06	TRUE	
1224	P3H1	-0.124861421	1.8981972591046352e-05	TRUE	
1273	RP5-1198O20.4	-0.36207051	0.003233182	TRUE	
1284	DMAP1	-0.092464718	0.000471704	TRUE	
1288	RNF220	-0.090800647	0.001076975	TRUE	
1297	SNORD46	-0.227186151	0.006549243	TRUE	
1301	PLK3	-0.20144704	0.002506999	TRUE	
1311	HECTD3	-0.113198783	0.00044839	TRUE	
1331	CCDC17	0.2312222245792451	0.00556882	TRUE	
1332	GPBP1L1	0.1174904509539027	0.000257094	TRUE	
1336	IPP	0.20259886916744296	0.001466991	TRUE	
1341	PIK3R3	-0.248645552	0.000288273	TRUE	
1350	LRRC41	-0.153994149	2.696776034849243e-05	TRUE	
1361	MKNK1	0.2629175871485505	0.006465711	TRUE	
1405	SLC5A9	0.4607627540641632	0.007436948	TRUE	
1427	RP11-183G22.1	-0.242288266	0.003747133	TRUE	
1452	RNU6-1281P	0.015445283405580369	0.00543243	TRUE	
1454	OSBPL9	0.23923412492367202	0.000187733	TRUE	
1468	KTI12	0.17550189896145285	0.004226518	TRUE	
1480	CC2D1B	-0.099816104	0.000135242	TRUE	
1489	FAM159A	-0.190788146	0.002399404	TRUE	
1534	YIPF1	0.21959746476322795	0.006933652	TRUE	
1542	TCEANC2	0.15543832126697954	0.007066351	TRUE	
1544	RP4-758J24.4	0.08908443	0.004071336	TRUE	
1548	MRPL37	-0.143863632	0.001363936	TRUE	
1549	SSBP3	-0.224400539	0.002468949	TRUE	
1561	PARS2	0.2882782204848352	0.004528714	TRUE	
1569	BSND	0.6829889682368949	7.266779062888799e-05	TRUE	
1583	RP1-158P9.1	0.042644374037036685	0.001017313	TRUE	
1606	OMA1	0.15700706487833696	0.003822095	TRUE	
1617	RP4-794H19.1	0.2511881733623661	0.006384059	TRUE	
1654	USP1	0.21903286187324789	0.000900527	TRUE	
1672	FOXD3-AS1	0.32332747462353506	0.002492023	TRUE	
1676	ALG6	0.1327915124770649	0.006349239	TRUE	
1677	ITGB3BP	0.2593185480773311	8.326679296511825e-05	TRUE	
1678	EFCAB7	0.2420884696696594	0.002618766	TRUE	
1681	DLEU2L	0.2880007196143872	0.003733628	TRUE	
1691	CACHD1	0.29227762970650745	0.000781808	TRUE	
1712	LEPROT	0.1610659036606683	0.007882467	TRUE	
1727	MIER1	0.19020114764309404	0.000812322	TRUE	
1737	SERBP1	-0.081315975	0.000295507	TRUE	
1744	GADD45A	0.33761870938136274	0.001286303	TRUE	
1785	RP3-333A15.1	-0.207587249	0.001735093	TRUE	
1809	FPGT	0.2514839348627162	0.007145599	TRUE	
1831	ACADM	0.13764261291640653	0.00743044	TRUE	
1838	ST6GALNAC3	0.47601768595554905	0.00032813	TRUE	
1856	USP33	0.1775180107235353	0.000168092	TRUE	
1863	NEXN-AS1	0.34307317461648656	0.000815777	TRUE	
1864	NEXN	0.2852776078374348	0.00068436	TRUE	
1875	PTGFR	0.42926270535982985	0.002479777	TRUE	
1892	HNRNPA1P64	0.086252175	0.000154112	TRUE	
1930	SPATA1	0.32796441502854445	0.002157263	TRUE	
1931	CTBS	0.25627343616590426	0.001035705	TRUE	
1940	RP11-33E12.2	0.30708353751438555	0.003904805	TRUE	
1942	C1orf52	0.10175659237011253	0.003116163	TRUE	
1956	ODF2L	0.21386076348945085	3.668020559824029e-06	TRUE	
1965	RP4-612B15.3	0.4066805401154423	0.00011463	TRUE	
1966	SH3GLB1	0.3134296009761869	0.000148188	TRUE	
1968	SELENOF	0.16470881804717752	0.000786862	TRUE	
1969	HS2ST1	0.26539111142434446	8.32340844601164e-06	TRUE	
1985	PKN2	0.1959988077667728	0.006283882	TRUE	
1989	RP11-82K18.2	0.3233822706671533	0.007509743	TRUE	
1994	PTGES3P1	0.18187746732449234	0.000160783	TRUE	
1995	GBP2	0.157376835	0.001823489	TRUE	
2041	KIAA1107	0.3298224308112673	0.00028376	TRUE	
2042	RP4-621B10.8	0.3947713491935297	0.002028416	TRUE	
2051	RP4-593M8.1	0.11550380845009203	0.006559565	TRUE	
2069	CCDC18	0.23870496882558828	1.9545098342841073e-05	TRUE	
2083	DNTTIP2	0.13736522023000602	0.00182115	TRUE	
2084	GCLM	0.19599762898588155	0.00207393	TRUE	
2088	MTCO3P21	0.073253291	0.004494976	TRUE	
2096	ARHGAP29	0.26132265709680663	0.005847118	TRUE	
2102	ABCD3	0.1648051398677651	0.006177907	TRUE	
2134	PTBP2	0.21051967055389215	0.001585813	TRUE	
2135	DPYD	0.21372954869830685	0.001176176	TRUE	
2142	RP11-272L13.4	0.302312358	0.005787395	TRUE	
2166	MFSD14A	0.12902665865670881	0.006527501	TRUE	
2168	SASS6	0.19870945635314052	0.002881567	TRUE	
2193	RP11-421L21.2	0.25803096917761137	0.00698482	TRUE	
2194	RP11-421L21.3	0.39185352718701666	5.443740479806846e-05	TRUE	
2197	S1PR1	0.2232927917819474	0.006362895	TRUE	
2198	RP4-575N6.5	0.3430433941088991	0.001846114	TRUE	
2217	AMY2B	0.16796296273688643	0.000612903	TRUE	
2243	VAV3	0.1561673549409579	0.000428937	TRUE	
2247	SLC25A24	0.2879616348404194	0.000949503	TRUE	
2255	NBPF6	-0.142671075	0.003301539	TRUE	
2262	FNDC7	0.3121268332494749	0.006564891	TRUE	
2264	STXBP3	0.24430178722100052	0.000586143	TRUE	
2268	GPSM2	0.15828428789255183	0.001418786	TRUE	
2281	KIAA1324	-0.394288689	0.00035538	TRUE	
2282	SARS	-0.120692833	2.124251667308262e-05	TRUE	
2286	SORT1	0.40988317354349424	0.000784579	TRUE	
2289	ATXN7L2	-0.154577402	0.002366681	TRUE	
2293	GNAI3	0.15676952807960787	0.004420565	TRUE	
2295	AMPD2	-0.267522976	4.595996579501994e-05	TRUE	
2296	RP5-1160K1.6	-0.344667737	0.006696363	TRUE	
2298	GSTM4	-0.248658155	0.000445908	TRUE	
2309	RP11-195M16.3	0.438332038	1.68863148162752e-05	TRUE	
2321	KCNC4	0.24640372538114547	0.000115724	TRUE	
2340	CD53	0.1760015167990756	0.002949872	TRUE	
2342	RP11-96K19.2	0.2755529750676893	0.004187026	TRUE	
2343	LRIF1	0.3249358028603543	6.968020120568628e-05	TRUE	
2348	CEPT1	0.13865699049247143	0.007006713	TRUE	
2370	RAP1A	0.17076981063968766	0.00133081	TRUE	
2385	WNT2B	0.2535105187786901	7.428252833935301e-05	TRUE	
2387	ST7L	0.2303197564948607	1.3678262259867871e-08	TRUE	
2388	CAPZA1	0.17807514673323582	0.004795123	TRUE	
2393	RHOC	-0.27246708	0.001325742	TRUE	
2408	MAGI3	0.32243190244666364	0.001164243	TRUE	
2411	PHTF1	0.31404790251625186	8.600482214720092e-05	TRUE	
2412	RP4-730K3.3	0.35596361412603017	0.000482005	TRUE	
2413	RSBN1	0.21291159350331432	0.000157005	TRUE	
2421	HIPK1	0.12133390812775047	0.007089635	TRUE	
2428	RP4-591B8.3	0.041244129	0.000582263	TRUE	
2436	RN7SL432P	0.026934779069846992	0.002811879	TRUE	
2444	TSPAN2	0.2543491003080126	0.002655773	TRUE	
2445	LINC01765	0.3696572960518296	0.001384213	TRUE	
2447	NGF	0.2378763168492715	0.007623701	TRUE	
2460	LINC01649	0.1541304690732081	0.007354782	TRUE	
2461	SLC22A15	0.22748156045144186	0.000622719	TRUE	
2463	MAB21L3	0.4914133900576204	0.00579584	TRUE	
2465	ATP1A1	-0.141957908	0.003318823	TRUE	
2503	WDR3	0.12347341839158321	0.005644	TRUE	
2511	WARS2	-0.130474871	0.004408717	TRUE	
2534	LINC00622	0.39273269412614176	0.00093607	TRUE	
2545	NOTCH2	0.1471700229437901	0.00243614	TRUE	
2548	SEC22B	0.18076516228577538	0.000157446	TRUE	
2563	CH17-118O6.3	0.19909551537866527	0.004803318	TRUE	
2565	FCGR1B	0.4485195750773251	0.000604296	TRUE	
2567	RP11-439A17.9	0.7088813916443831	6.769522304706799e-05	TRUE	
2585	CH17-13I23.3	-0.234481271	0.001623865	TRUE	
2607	FCGR1CP	0.5751925859818956	4.018129837500792e-05	TRUE	
2609	RP5-998N21.4	0.7302135522223245	2.2720304376540637e-05	TRUE	
2618	RP11-14N7.2	-0.223075885	0.002362672	TRUE	
2668	POLR3GL	0.090478386	0.006283908	TRUE	
2672	LINC01719	0.22350194319384512	0.006376825	TRUE	
2712	RP6-74O6.2	0.24396729298206446	0.00563053	TRUE	
2721	ABHD17AP1	-0.277711173	0.001671454	TRUE	
2741	RP11-495P10.1	0.23736694224922641	0.002001286	TRUE	
2743	RP11-495P10.10	0.34102794584593116	0.000131265	TRUE	
2749	CH17-478G19.2	0.092723274	0.003373533	TRUE	
2771	FCGR1A	0.40917586812759327	0.000906675	TRUE	
2773	RP11-196G18.3	0.7232131307463219	9.172421599641287e-07	TRUE	
2790	SF3B4	-0.109437622	0.003615522	TRUE	
2791	MTMR11	-0.194136489	0.001663808	TRUE	
2801	APH1A	-0.114240517	8.951021301483275e-06	TRUE	
2817	MCL1	0.15334499831562498	0.007376781	TRUE	
2818	ENSA	-0.076124296	0.005013964	TRUE	
2820	GOLPH3L	0.17738126696348339	0.002688959	TRUE	
2837	PRUNE1	0.11845774227426503	0.00282905	TRUE	
2839	BNIPL	0.31995264607541274	0.003142628	TRUE	
2842	MLLT11	0.17697680675426503	0.003091799	TRUE	
2856	PI4KB	-0.070149183	0.000273763	TRUE	
2866	TUFT1	0.27835366950552026	3.2770731054845627e-05	TRUE	
2871	SNX27	0.15781809560946325	0.002968579	TRUE	
2885	RP11-98D18.17	0.1917542763260931	0.001413108	TRUE	
2893	S100A10	-0.157684179	0.000679523	TRUE	
2902	RPTN	0.17815919521580265	0.005223039	TRUE	
2996	CRTC2	-0.14638153	0.001118434	TRUE	
2999	RP11-422P24.12	0.25120301363833375	0.001621557	TRUE	
3017	HAX1	-0.088171812	0.005592361	TRUE	
3022	AQP10	0.34078653546873566	0.007272512	TRUE	
3035	ADAR	0.12323662831807186	0.007613656	TRUE	
3037	PMVK	-0.131140381	0.002540625	TRUE	
3045	FLAD1	-0.09252564	0.001131034	TRUE	
3051	ADAM15	-0.137369228	0.002159108	TRUE	
3054	EFNA1	0.36510341856140044	0.000328517	TRUE	
3058	KRTCAP2	-0.123863689	0.000456131	TRUE	
3069	SCAMP3	-0.114317275	0.003412363	TRUE	
3075	RUSC1	-0.126868213	0.001808336	TRUE	
3079	ASH1L-IT1	-0.117125999	0.00585319	TRUE	
3090	DAP3	-0.055674631	0.003924602	TRUE	
3094	RP11-101O6.2	-0.280460052	0.003388429	TRUE	
3119	CCT3	-0.11295926	0.004913109	TRUE	
3126	MEF2D	-0.159284755	0.000984897	TRUE	
3147	SH2D2A	-0.466153815	0.004551274	TRUE	
3152	ARHGEF11	0.2249974436199258	0.003324353	TRUE	
3160	RP11-71G12.1	-0.491861314	0.000243275	TRUE	
3197	OR10R3P	0.056751189	0.004050885	TRUE	
3218	IFI16	0.23312690808700676	0.000341591	TRUE	
3219	AIM2	0.5282323698563686	9.836791425875663e-05	TRUE	
3227	FCER1A	-0.796020874	5.383262024516228e-05	TRUE	
3248	C1orf204	0.2516725264901186	0.004866908	TRUE	
3262	RP11-226L15.5	0.20787190913019898	0.000621196	TRUE	
3271	PEA15	-0.267181654	3.718617776869933e-05	TRUE	
3287	RP11-404F10.2	0.3618048065823096	7.192634700117721e-05	TRUE	
3293	CD244	-0.26469712	0.000809755	TRUE	
3309	PFDN2	-0.174737004	0.000277836	TRUE	
3313	UFC1	-0.126632024	0.00068183	TRUE	
3317	B4GALT3	-0.158104013	0.004909833	TRUE	
3325	PCP4L1	0.36433102086669267	0.000904469	TRUE	
3335	FCGR2A	0.2677092605304856	0.003623148	TRUE	
3340	FCGR2C	0.219822727	0.001417912	TRUE	
3343	FCGR3B	0.3860641474682278	0.000305495	TRUE	
3344	FCGR2B	0.3161974818247161	5.25296379515356e-06	TRUE	
3352	ATF6	0.22160590820583187	0.001967111	TRUE	
3353	RP11-456P18.2	0.33867286479993886	0.000727832	TRUE	
3407	RP11-466F5.3	0.16548707740619917	0.000478423	TRUE	
3453	RP3-455J7.3	0.10988610087486456	4.082638278728489e-05	TRUE	
3457	ADCY10	0.3002767397829138	0.003323524	TRUE	
3491	BLZF1	0.1932827159395192	0.002691023	TRUE	
3496	F5	0.26998600048127086	0.002577812	TRUE	
3497	SELP	0.21832671501463163	0.007843056	TRUE	
3502	METTL18	0.23477435950135034	0.00089082	TRUE	
3503	SCYL3	0.1901578214687759	0.000183383	TRUE	
3538	PFN1P1	-0.24257082	0.005412034	TRUE	
3553	PIGC	0.11948830511699882	0.007616054	TRUE	
3566	TNFSF4	0.2718414945138282	0.000117914	TRUE	
3568	RP11-296O14.2	0.3725080510418428	0.000730824	TRUE	
3569	RP11-296O14.3	0.22554714766653594	0.000259113	TRUE	
3582	ZBTB37	0.2352193612080091	6.492772242831054e-05	TRUE	
3585	RC3H1	0.19510685955247353	0.000100017	TRUE	
3605	KIAA0040	0.35942463797182417	0.000199876	TRUE	
3614	RFWD2	0.1787244880060211	0.007605807	TRUE	
3617	RP11-195C7.1	0.37282078844689615	0.001198165	TRUE	
3632	SEC16B	-0.216618513	0.005782859	TRUE	
3647	RALGPS2	0.17873982653516507	0.000624672	TRUE	
3676	TOR1AIP1	0.2381711208115606	0.000510555	TRUE	
3685	LHX4	0.45690712287212626	0.001632922	TRUE	
3692	KIAA1614	0.38098410626472534	0.003742974	TRUE	
3698	MR1	0.13019905618191513	0.004634528	TRUE	
3703	CACNA1E	0.5824444149978345	6.790901242230544e-07	TRUE	
3707	ZNF648	0.2544985141006979	0.00084906	TRUE	
3711	LINC01344	0.337628625	1.658802831987011e-05	TRUE	
3718	LINC00272	0.22534258365665372	9.566149348811653e-05	TRUE	
3719	RGSL1	0.2837259092101581	0.001049267	TRUE	
3722	RNASEL	0.3630703842560487	3.15807280873174e-05	TRUE	
3724	LINC01686	0.6179725641560806	1.0057646061903226e-07	TRUE	
3728	NPL	0.20521492311424022	0.002022808	TRUE	
3736	LAMC1	0.2101523896242397	0.00222359	TRUE	
3739	NMNAT2	0.4261159072533458	0.001822784	TRUE	
3744	ARPC5	0.18316078151895515	0.005309198	TRUE	
3755	GS1-115G20.1	-0.158235335	0.005701781	TRUE	
3757	EDEM3	0.26219037013469904	0.002149431	TRUE	
3758	FAM129A	0.3325841596684862	0.00062589	TRUE	
3762	RNF2	0.13695187032849204	0.002164821	TRUE	
3764	TRMT1L	0.25054445495343686	0.000523898	TRUE	
3765	SWT1	0.21604353683115526	6.408921964587248e-05	TRUE	
3766	CTA-253N17.1	0.21182471274979447	0.007702801	TRUE	
3776	GS1-204I12.3	0.1249667494952848	0.004520967	TRUE	
3782	TPR	0.10060131193720823	0.007572927	TRUE	
3785	RP11-295K2.3	0.2324202025774108	0.002320735	TRUE	
3831	RGS18	0.44767708125381955	0.000141938	TRUE	
3833	RP11-142L4.2	0.090799252	0.000245756	TRUE	
3848	TROVE2	0.1380701881002564	0.004345731	TRUE	
3888	NEK7	0.22842679488245604	0.00238065	TRUE	
3892	PTPRC	0.211852634	0.000261511	TRUE	
3893	RP11-553K8.5	0.256763799	0.002563365	TRUE	
3915	LINC00862	0.28590269510955973	0.00672471	TRUE	
3919	ZNF281	0.28081823494553143	0.000805724	TRUE	
3922	DDX59	0.2399170620242052	0.0003297	TRUE	
3945	CSRP1	-0.103214357	0.003697015	TRUE	
3973	PTPN7	-0.218879729	0.000348398	TRUE	
3975	LGR6	-0.732959203	5.545434169373328e-05	TRUE	
3994	KLHL12	0.22322645861397636	0.000450495	TRUE	
3995	HNRNPA1P59	0.4036450741189543	0.004554191	TRUE	
4011	LINC01136	0.22479489078503204	0.004768798	TRUE	
4019	ATP2B4	0.17487509013591412	0.000411439	TRUE	
4031	SOX13	-0.301297876	0.005883369	TRUE	
4049	RP11-430C7.4	0.3431372017290306	0.001194641	TRUE	
4050	LRRN2	0.2536275612877906	0.000365833	TRUE	
4051	RP11-430C7.5	0.22665692771798934	0.005393097	TRUE	
4061	DSTYK	0.11363300369875334	0.00477841	TRUE	
4073	CDK18	-0.273563375	0.000334667	TRUE	
4098	IKBKE	-0.145704063	0.000158007	TRUE	
4100	C1orf147	-0.318279373	1.6040039085322576e-05	TRUE	
4105	EIF2D	-0.14249179	0.000171028	TRUE	
4121	PFKFB2	0.49976050211602496	0.000606963	TRUE	
4133	RP11-357P18.3	0.19521537557370786	1.0708971390426314e-05	TRUE	
4134	CR2	0.24623125102113552	0.006923045	TRUE	
4135	CR1	0.47404586151801337	1.3896033833242869e-05	TRUE	
4136	RP11-78B10.2	0.3511956189524137	0.000397318	TRUE	
4140	CD46	0.21732391589824313	0.002643365	TRUE	
4150	LINC01717	0.029705888	0.000641	TRUE	
4193	SLC30A1	0.1935302105935713	0.004438811	TRUE	
4201	LPGAT1	0.1985190960396147	0.002980518	TRUE	
4213	RP11-384C4.6	-0.289051611	0.000854227	TRUE	
4227	RP11-338C15.3	-0.23735493	0.003538039	TRUE	
4228	BATF3	-0.363670832	1.7095596626920555e-05	TRUE	
4230	TATDN3	0.14142316675782562	0.001887293	TRUE	
4286	LYPLAL1	0.23316514791093215	0.000111509	TRUE	
4319	C1orf115	0.22964321378561556	0.00079591	TRUE	
4320	MARC2	0.39357490741575385	2.0163124649053677e-07	TRUE	
4321	MARC1	0.4050643910706519	0.001511817	TRUE	
4322	RNU6ATAC35P	0.27740087603488567	0.006967056	TRUE	
4324	LINC01352	0.3005137658987742	0.0013168	TRUE	
4331	DUSP10	-0.334433166	0.004713627	TRUE	
4351	BROX	0.15946966617676844	0.003952416	TRUE	
4356	TLR5	0.5798215026578758	0.000862916	TRUE	
4359	SUSD4	-0.278242792	0.001619631	TRUE	
4372	RP11-504P24.3	0.19583849913989143	0.005297084	TRUE	
4385	CNIH4	0.29187360269344165	0.001820579	TRUE	
4395	LBR	0.21133090238689634	0.001741922	TRUE	
4402	SRP9	0.16774674519861815	0.00381695	TRUE	
4407	LEFTY1	0.3180515124692801	0.000933848	TRUE	
4412	NDUFA3P3	0.040630311	0.002957091	TRUE	
4414	RP11-396C23.4	0.41523262382359305	3.190107157753373e-05	TRUE	
4454	SNAP47	-0.09301702	0.004897985	TRUE	
4465	C1orf35	-0.188415219	2.8676993360071816e-05	TRUE	
4466	MRPL55	-0.298705201	0.000324612	TRUE	
4470	GUK1	-0.283176285	0.002002378	TRUE	
4480	TRIM11	-0.111250266	4.692987817824946e-05	TRUE	
4490	RNF187	-0.282610896	2.8841134602566263e-05	TRUE	
4517	RP5-1065P14.3	0.11494728905454121	0.006727916	TRUE	
4532	RP4-613A2.1	0.11771472629221844	0.00624267	TRUE	
4547	LINC01737	0.023958491	0.006834812	TRUE	
4560	FAM89A	0.3079268449210397	0.000248674	TRUE	
4569	SPRTN	0.1876321094478754	0.002255679	TRUE	
4570	EGLN1	0.2794313379557899	0.001211196	TRUE	
4573	TSNAX	0.21850829878849093	0.000498651	TRUE	
4575	DISC1	0.3015734693404595	1.389170750522477e-06	TRUE	
4583	SIPA1L2	0.3834643100361448	4.0007249073955266e-05	TRUE	
4626	RP11-443B7.2	0.3754151047839136	0.000109417	TRUE	
4627	RP11-443B7.1	0.37235214055802895	0.000233402	TRUE	
4635	ARID4B	0.19665916028584413	0.002519311	TRUE	
4638	GGPS1	0.095040525	0.006338707	TRUE	
4654	LYST	0.13880380379711682	0.001014063	TRUE	
4771	ZBTB18	0.23650866535288959	0.001277159	TRUE	
4792	EFCAB2	0.2319339683039904	0.006421457	TRUE	
4823	AHCTF1	0.17197616685727607	0.000418672	TRUE	
4824	ZNF695	0.3688514428897461	9.794893858237507e-05	TRUE	
4835	RP11-488L18.10	0.29549130587781003	0.000615474	TRUE	
4888	OR2T12	-0.057398732	0.006544569	TRUE	
4911	XX-CR54.1	-0.184434693	0.003419642	TRUE	
4969	TSSC1	-0.088812835	0.00447644	TRUE	
4974	ADI1	-0.1240518	0.003924622	TRUE	
5026	LINC00299	-0.418041261	0.005306341	TRUE	
5029	LINC01814	0.3051587528418447	0.006150132	TRUE	
5034	KIDINS220	0.21547058061162944	4.224957665105114e-05	TRUE	
5035	MBOAT2	0.29116927030109413	5.3712134218531685e-05	TRUE	
5043	EIF1P7	-0.217612231	0.003530389	TRUE	
5047	ADAM17	0.23791181579209564	0.002157627	TRUE	
5076	NOL10	-0.100317825	0.001646525	TRUE	
5155	RP11-542H15.1	0.28272674485441796	0.002212449	TRUE	
5165	SMC6	0.14845542990826627	0.002122019	TRUE	
5182	TTC32	0.25166976378577266	0.000862469	TRUE	
5184	WDR35	0.2204068598731504	0.000409138	TRUE	
5196	PUM2	0.12475021959553118	0.002023017	TRUE	
5249	SF3B6	0.20802118949999748	0.004608087	TRUE	
5250	FAM228B	0.14981443834018404	0.005073061	TRUE	
5256	ITSN2	0.11649857864706492	0.006005299	TRUE	
5263	PTRHD1	-0.154049856	0.00076724	TRUE	
5267	DNAJC27	0.13775755839092474	0.005097875	TRUE	
5270	DNAJC27-AS1	0.2973165430250484	0.002904878	TRUE	
5274	POMC	-0.268918553	0.003951192	TRUE	
5281	ASXL2	0.14985032250859925	0.00047889	TRUE	
5315	TMEM214	-0.140401268	0.004923015	TRUE	
5321	OST4	-0.173672964	0.002646767	TRUE	
5330	SLC5A6	-0.111080086	0.005714216	TRUE	
5331	ATRAID	-0.118941506	0.000200505	TRUE	
5337	MPV17	-0.107750161	0.000223714	TRUE	
5341	EIF2B4	-0.105560406	0.000222105	TRUE	
5343	ZNF513	-0.101577443	0.000789695	TRUE	
5344	PPM1G	-0.129746697	2.567425830786441e-05	TRUE	
5373	PLB1	0.2856136202101507	0.00519165	TRUE	
