	geneName	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
51	TUBB8P11	1.539271255040269	-0.16335778	0.1770086373910918	-0.922880273	0.3560696021409124	0.5475989165344306
54	RP11-54O7.1	2.4726006593834176	0.061476928	0.123438144	0.4980383380504648	0.6184570204918866	0.7681783217490319
56	RP11-54O7.3	1.975885108022912	0.020926458	0.125507546	0.1667346577851426	0.8675788342686631	0.9275070416948372
57	SAMD11	6.156480038202512	-0.10973445	0.1025493278304537	-1.070065031	0.2845900380873805	0.477442416
58	NOC2L	1180.5038844266055	-0.159231649	0.042349453	-3.759945845	0.00016995	0.003687044
59	KLHL17	336.1200226766239	-0.121238863	0.057591044	-2.10516868	0.035276628	0.1210360053812498
60	PLEKHN1	40.07609136157004	-0.215306286	0.060711486	-3.546384721	0.000390556	0.00629442
61	PERM1	24.46641003369142	-0.015342193	0.1041800335770303	-0.147266159	0.8829219422606684	0.9366211520389368
62	RP11-54O7.17	14.258673644228626	-0.404384391	0.1582119121599588	-2.555966774	0.010589323	0.054771298
63	HES4	112.63004708519512	-0.848011697	0.1480559919509433	-5.727641859	1.018362718580436e-08	2.4844056754074087e-06
64	ISG15	1522.124214710978	-0.068952889	0.1160186162537086	-0.594326075	0.5522940415386028	0.7181972801708809
67	AGRN	168.7856657075603	0.1342275364499667	0.076954495	1.7442455722735677	0.081116278	0.2093442707312256
68	RP11-465B22.3	22.26695367143985	-0.194319064	0.076160097	-2.551455062	0.010727416	0.055198721
69	RP11-54O7.18	1.3259059962182596	-0.393947415	0.1829004536062509	-2.153889766	0.031248818	0.1117235027872504
70	RNF223	1.8501722949489732	-0.257844027	0.1440067450728644	-1.790499651	0.073373623	0.1961359159959116
71	C1orf159	403.9290130387223	-0.222582529	0.058497375	-3.805000309	0.000141804	0.003276371
72	LINC01342	10.08521641798527	0.088020667	0.13990689	0.6291374722658836	0.5292590600442797	0.6993567420942988
76	RP11-465B22.8	1.6799819658734056	0.001138322	0.1566859858305636	0.007264986	0.9942034307680802	0.99676705
77	TTLL10-AS1	1.9160662258200236	-0.166229438	0.1359724960786113	-1.222522516	0.2215100944473194	0.4049986382256865
78	TTLL10	4.389379402181507	-0.403465754	0.1097124274734718	-3.677484525	0.000235545	0.004516728
79	TNFRSF18	422.0335388	-0.170877727	0.1129482490592474	-1.512885135	0.1303088384087848	0.2851216461722959
80	TNFRSF4	305.3416394794701	-0.312044226	0.1091710479128626	-2.85830568	0.004259099	0.030455004
81	SDF4	3737.403557077358	-0.084398061	0.024283005	-3.475601974	0.000509708	0.007536291
82	B3GALT6	351.3415547766195	0.004363953	0.064336995	0.067829606	0.945921276	0.970653593
83	C1QTNF12	28.45696118622414	-0.045671799	0.068737733	-0.664435629	0.5064115354621477	0.6805816136005823
84	RP5-902P8.12	15.934848797720036	-0.031452736	0.074061311	-0.424685109	0.6710662402690645	0.8059272356590444
85	UBE2J2	1628.186037826648	0.005001467	0.048997292	0.1020763958720319	0.9186960364994072	0.9568004090005964
86	LINC01786	9.893194945795845	-0.215015258	0.084879016	-2.533196887	0.011302745	0.057257362
87	SCNN1D	186.53090323051592	-0.221708462	0.075806812	-2.924650912	0.003448428	0.026492957
88	ACAP3	2007.096772	-0.180821506	0.042390821	-4.265581605	1.9938211869667607e-05	0.00089395
90	PUSL1	269.3528397061557	-0.115380768	0.040691611	-2.835492711	0.004575506	0.031968669
91	INTS11	3026.707549591381	-0.139984256	0.033184716	-4.218335239	2.461127127336289e-05	0.001039774
93	RP5-890O3.9	34.00486753542531	-0.188182484	0.051717473	-3.638663586	0.000274057	0.005009854
94	CPTP	992.5499081494949	-0.047680145	0.061452499	-0.775886194	0.4378161851008854	0.6228343214069535
95	TAS1R3	92.58239352	0.065022784	0.055814268	1.1649849753221484	0.2440250746275566	0.4316909733022577
96	DVL1	970.4236101716476	-0.150160741	0.03914514	-3.83599958	0.000125055	0.003019349
98	MXRA8	88.72840485610415	-0.228950836	0.073374443	-3.12030767	0.001806622	0.017317408
99	AURKAIP1	3037.021192935988	0.000792695	0.053072083	0.0149362	0.9880830794596008	0.9935531316633414
101	CCNL2	3767.595857	-0.030031569	0.027388091	-1.096519255	0.2728516017128553	0.464502925
102	RP4-758J18.2	392.3341102088746	0.035203153	0.046114593	0.763384215	0.4452342911332059	0.629143106
103	MRPL20	909.4553806035832	-0.053798096	0.029252831	-1.839073131	0.06590443	0.1826852897417635
104	RP4-758J18.13	50.02673883121248	0.08307025	0.085056462	0.976648316	0.32874329	0.5210224807315059
105	ANKRD65	6.349107723	-0.151516034	0.110331311	-1.373282276	0.1696646103886339	0.3400398006532511
109	VWA1	23.63531469105193	-0.139043414	0.092728824	-1.499462717	0.1337536337587904	0.2898985647986883
110	ATAD3C	21.47995602839089	-0.196780612	0.085301162	-2.306892503	0.021060814	0.085787737
111	ATAD3B	660.8354294361257	-0.217046011	0.064139127	-3.383987581	0.000714412	0.009382797
112	ATAD3A	432.1992103069265	-0.14245698	0.052782406	-2.698948207	0.0069559	0.041811352
113	TMEM240	23.51239664395209	0.1221920672168199	0.102232199	1.1952405202341982	0.2319930712914001	0.417545699
114	SSU72	4908.533441469001	0.022133223	0.040528573	0.5461140529928283	0.5849875404411854	0.7438339272528592
115	RP5-832C2.5	12.748782361306857	0.076419733	0.085132402	0.8976574277768152	0.3693682124695511	0.5604143617402302
117	FNDC10	120.3099712572705	-0.101006029	0.055663946	-1.814568237	0.069590287	0.189441496
118	RP11-345P4.9	127.97605352454356	-0.119531238	0.038317346	-3.119507244	0.001811538	0.017339336
119	MIB2	1980.9034847572184	-0.214832112	0.054034312	-3.975846136	7.01294585971796e-05	0.002053061
120	MMP23B	30.909367749694976	-0.429396615	0.1323330496051013	-3.244817648	0.001175259	0.013050038
121	CDK11B	1697.4997819009163	-0.073351872	0.03366578	-2.178825837	0.029344609	0.1070847992760714
123	SLC35E2B	2565.199246974757	0.1236060242525872	0.040802564	3.0293690064494605	0.002450652	0.021115655
124	RP11-345P4.6	76.07731071632895	0.011914	0.080308289	0.1483533029405844	0.8820639510450732	0.9362047332034554
125	MMP23A	26.268023422951558	0.1670802221737155	0.1638927622067651	1.019448448632095	0.3079901152314284	0.5012702598125679
126	CDK11A	1289.1777523319115	-0.038317622	0.039910259	-0.960094551	0.3370076304675745	0.5294922260736914
127	RP1-283E3.4	251.55789492346435	-0.014810596	0.070481247	-0.210135275	0.8335620944091993	0.9095531312115112
128	SLC35E2	150.46353921620596	0.093783139	0.045202934	2.0747135533300423	0.038013091	0.1270711639105705
129	NADK	15579.52869269275	0.1696385548391649	0.061318148	2.766530950800152	0.005665621	0.036974378
130	GNB1	15075.659897575468	-0.040776294	0.027412533	-1.487505506	0.1368813501010762	0.2941412362621054
131	RP1-140A9.1	7.886318116309097	-0.118182585	0.094588801	-1.24943528	0.2115059111814781	0.3932097940859096
132	CALML6	11.618585383101928	-0.174861269	0.1237918594088358	-1.412542552	0.1577902708062613	0.3238036902203502
133	TMEM52	6.8935801076320775	0.083031772	0.1571478159766781	0.5283673290059443	0.5972444088579583	0.7529933561342369
134	CFAP74	2.3206357481046247	-0.225388268	0.1715022068916511	-1.314200394	0.1887787760079314	0.3643505050943432
136	GABRD	7.374845605185518	-0.216271349	0.1420928878935012	-1.522042039	0.1279985474630136	0.2818936060774962
138	PRKCZ	465.8707219595609	0.1397296451505476	0.066002871	2.117023757571701	0.034257832	0.1189108495017517
139	RP5-892K4.1	32.38485373297281	0.289366263	0.098088532	2.950051918779367	0.003177205	0.025098914
140	PRKCZ-AS1	221.7984004331321	0.1563991494629543	0.070358352	2.222893859548277	0.026222958	0.099380458
141	FAAP20	1082.6077733024042	-0.058852526	0.044456938	-1.323809696	0.185566255	0.3600491766801535
143	SKI	1979.2303212260504	0.036532607	0.053712783	0.6801473545486201	0.4964111627718202	0.6726948414972485
144	MORN1	44.26047558999625	0.05532871	0.052320847	1.057488787736265	0.2902885690700496	0.483471036
145	RP4-713A8.1	1.3206420257628602	0.058408065	0.1658399634861516	0.3521953584920551	0.7246917576228058	0.8416910010121773
146	RP4-740C4.5	25.95374506690121	0.005932298	0.071436438	0.083043032	0.9338173229093653	0.964715833
147	RP4-740C4.7	4.177250759078176	0.090996689	0.1014706870645333	0.8967780891316757	0.3698373419806248	0.5608527282494892
148	RER1	3048.3616768691268	0.088622057	0.053038767	1.6708921035138995	0.094742992	0.231400498
149	PEX10	133.3217752526246	-0.133167951	0.037740015	-3.52856117	0.000417825	0.006580485
150	PLCH2	897.1616299037192	-0.421027675	0.1080147614720311	-3.897871634	9.704182986839432e-05	0.002577149
151	RP3-395M20.2	3.029467025194274	-0.405959794	0.124006853	-3.273688381	0.001061536	0.012241968
152	RP3-395M20.3	3.3859563670247588	-0.221863161	0.1173684990219819	-1.890312668	0.058716155	0.1696183901492746
153	PANK4	1178.5120873310243	-0.146787688	0.034249697	-4.285809846	1.820746808983741e-05	0.000843714
155	RP3-395M20.12	234.4449230679224	-0.265477274	0.055162902	-4.812605255	1.4897536588028934e-06	0.00014442
156	RP3-395M20.8	491.1238169396847	-0.180794126	0.062570779	-2.889433846	0.003859362	0.028472092
157	TNFRSF14	6132.064472827908	-0.155268526	0.035261775	-4.403309961	1.066116745168302e-05	0.000590852
158	RP3-395M20.7	14.287620369844849	-0.103508128	0.075490341	-1.371144003	0.1703300702889389	0.3408047454307689
159	RP3-395M20.9	22.95933471581201	-0.221528698	0.066135139	-3.349636855	0.000809176	0.010226271
160	FAM213B	436.0974428763273	-0.360775089	0.046348071	-7.78403673	7.0246349517853246e-15	3.641687836254709e-12
161	MMEL1	12.576822410375756	-0.676320856	0.083727192	-8.077672694	6.601450520531523e-16	3.4951169096363066e-13
163	TTC34	43.76757158247967	-0.023645211	0.066133136	-0.357539539	0.7206879319148364	0.8387898300833238
168	LINC00982	6.865212910376567	-0.176048468	0.1119441491618021	-1.572645547	0.1158009149727434	0.2640511287621871
169	PRDM16	9.239184423977688	-0.160471743	0.1384248403970455	-1.159269841	0.2463462110737422	0.4345724596880052
174	ARHGEF16	6.194181181134254	-0.00347956	0.1078450139147235	-0.032264445	0.9742611632809616	0.986350738
176	MEGF6	1326.9054736154503	-0.108602801	0.061140919	-1.77627035	0.075688368	0.2002370128362373
178	RP11-46F15.2	36.45542481431867	0.1772184832920561	0.087470215	2.026043757054232	0.042760301	0.1374205508559782
179	TPRG1L	2965.9456253041853	0.015045469	0.046360051	0.3245352120784054	0.7455328681849451	0.8556332391806187
180	WRAP73	899.1612960960605	0.035435754	0.042518694	0.8334158633429787	0.4046102311478411	0.5926027658553783
181	TP73	24.725232840211625	-0.001466282	0.1027904273558652	-0.014264772	0.9886187447679567	0.9938884785777494
182	RP5-1092A11.5	1.816403842	0.075665524	0.1711447264629673	0.4421142620644844	0.6584065244156627	0.797148885
184	TP73-AS1	378.7947357	-0.019548609	0.036049156	-0.542276468	0.5876280641070699	0.7460097315055522
186	SMIM1	1050.5745769188782	-0.515779807	0.1326702202644648	-3.887683352	0.000101206	0.002660327
187	LRRC47	769.2432672026438	-0.005102012	0.026907625	-0.189612122	0.849613087	0.9179303605697472
188	RN7SL574P	2.0972927320212755	0.1316512947895315	0.12067781	1.090932085286321	0.2753027676266367	0.4671417708572266
189	RP1-286D6.5	14.42388440186817	0.05581949	0.06201731	0.9000630601907319	0.3680866928726042	0.5592202982747349
190	CEP104	544.4346110099227	-0.141256021	0.028661307	-4.928457135	8.288151314455284e-07	9.04571742582918e-05
191	DFFB	201.02700857982927	-0.047850312	0.03738966	-1.27977394	0.2006246514904195	0.3797084703125158
192	C1orf174	535.8026326627667	-0.156957374	0.033702899	-4.657088225	3.207130310397422e-06	0.000252551
193	LINC01134	30.028321354615944	-0.092762837	0.1158679878691778	-0.800590726	0.4233686213311047	0.6097056990105452
200	AJAP1	5.584402452924086	-0.663475906	0.1480716873474657	-4.48077494	7.43725047027658e-06	0.000457342
204	RP11-154H17.1	1.9687678864168603	-0.261026165	0.1920110519772786	-1.359433026	0.1740094116222073	0.3451614347394983
207	NPHP4	297.9717924556487	-0.055339576	0.031507429	-1.756397726	0.079020521	0.2056632822980175
208	KCNAB2	12399.42506555638	-0.069579305	0.034186766	-2.035270189	0.041823694	0.1356190776385272
209	CHD5	17.330940167487654	-0.291716085	0.1029740714546549	-2.83290814	0.004612664	0.032133687
210	RPL22	4425.396732671376	-0.15891732	0.052990878	-2.998956141	0.002709063	0.022530857
212	RNF207	46.63409340212274	-0.293885907	0.1100892160125062	-2.669524932	0.007595863	0.044067725
213	ICMT	572.3152908972335	-0.007441743	0.034958804	-0.212871778	0.8314269760931702	0.9081924574201612
214	LINC00337	1.5444647741081554	-0.01711271	0.1642833870607042	-0.1041658	0.9170377736876126	0.9560532722969456
216	GPR153	145.75114624359423	-0.120156715	0.095957015	-1.252193138	0.2104994957793822	0.3918071249139163
217	ACOT7	299.81843848480634	-0.228098542	0.077843799	-2.93020825	0.003387349	0.026152899
218	HES2	2.2169917078439827	-0.207703117	0.1817594719930383	-1.142736136	0.2531481616681384	0.4421646160335493
219	ESPN	452.17773870599706	-0.88416406	0.1251742850374318	-7.063464029	1.6240225555726726e-12	6.735362878811731e-10
222	TNFRSF25	697.9206412284444	-0.254638254	0.081022877	-3.142794536	0.001673433	0.01647219
223	PLEKHG5	72.74154405051746	-0.263297438	0.084683881	-3.109180106	0.001876073	0.017710245
224	NOL9	335.9124555252649	-0.053861111	0.03849723	-1.399090568	0.1617858258109173	0.3294409081223023
227	TAS1R1	3.550983594497426	-0.019379101	0.1495238143735331	-0.129605451	0.8968785899974201	0.9448341235974684
228	ZBTB48	2148.718156587649	-0.082327868	0.036932968	-2.229115928	0.025806192	0.098370296
229	KLHL21	5104.207268671935	0.1629939841480321	0.065206775	2.499648003	0.012431676	0.060823795
230	PHF13	640.3606132451787	-0.135293931	0.059795374	-2.262615355	0.023659411	0.092708416
231	THAP3	410.8265531840085	-0.052473164	0.035883305	-1.462328052	0.143651335	0.3044801094235563
232	DNAJC11	339.5920140176946	-0.102554536	0.038095361	-2.692047885	0.007101475	0.042356927
235	CAMTA1	329.4606044387306	-0.149906145	0.032909842	-4.555055159	5.237183382078548e-06	0.000364028
245	VAMP3	4520.603198012016	0.026283819	0.042075262	0.6246858024781766	0.5321772930690372	0.7017858908706901
246	RP3-467L1.6	23.72824901502489	-0.05082245	0.069080078	-0.735703433	0.4619112000368458	0.6440770089497294
247	PER3	61.20787286522173	-0.372672438	0.074642995	-4.992731587	5.953126487818879e-07	6.962229337346589e-05
248	RP3-467L1.4	1.5541511607343603	-0.463834213	0.1336577367887653	-3.470313235	0.000519852	0.007604933
249	UTS2	33.42934875	0.1672693092213068	0.1752144145659465	0.9546549559616891	0.3397522158434408	0.5318735559622895
250	TNFRSF9	295.17036920088384	-0.191464836	0.07462596	-2.565659958	0.010297973	0.05365468
251	RP5-892F13.2	2.534257711880094	0.1057555525380739	0.1536303510322073	0.6883766900715024	0.4912155988880229	0.6686034877327187
252	PARK7	2988.050319238045	-0.093304972	0.034153624	-2.731920156	0.00629664	0.03934091
254	ERRFI1	230.7818495	-0.068116156	0.1252684069566013	-0.543761655	0.5866054988274494	0.7452818969070893
262	SLC45A1	18.941712057250044	-0.201042143	0.081207817	-2.475650136	0.013299383	0.063703917
263	RERE	5098.357464111475	0.1700168312965842	0.059847747	2.840822584	0.004499734	0.031559012
264	RP5-1115A15.1	81.30523075584925	0.248625377	0.09996432	2.487141187574962	0.012877428	0.062306421
272	ENO1	46609.439	-0.098163026	0.054658825	-1.795922708	0.07250681	0.1945293228798745
274	ENO1-IT1	38.62388343892511	-0.086823965	0.1453989682683653	-0.597142921	0.550411964	0.7167539540740775
275	ENO1-AS1	2.363861233472872	0.1718755299666942	0.1298891941875568	1.323247334327982	0.1857531395003816	0.3602347738530737
277	HMGN2P17	3.129421185102649	0.06094531	0.1083308773100356	0.5625848445303884	0.5737176144165961	0.7354414340172356
278	RP3-477M7.5	9.323311325481525	0.1524526954012074	0.1195460381374251	1.2752634698437613	0.2022160028973857	0.3815546721336477
280	CA6	10.630625694479312	0.2692462891346939	0.1253087888993788	2.1486624481774768	0.031661167	0.1126313783663573
283	SLC2A5	534.5120047609847	0.2244231183179649	0.1197475111202581	1.874135973419813	0.060911686	0.1736743966842907
285	GPR157	99.00867046808132	0.2136819300604624	0.058463479	3.6549643354355767	0.000257218	0.00480887
286	MIR34AHG	10.651201925700722	0.1708549253408506	0.094033859	1.816951126289249	0.069224597	0.1887557392912476
287	LINC01759	1.908089367488444	0.3155420363285756	0.1802495183354464	1.7505846298093748	0.080017485	0.2074984462465071
289	H6PD	3068.738988607168	0.1498257428412541	0.058275631	2.570984467562356	0.010140988	0.053135203
290	SPSB1	98.03467340867915	0.1101738849191697	0.066901958	1.6467961291175928	0.099599957	0.2387942322846158
293	SLC25A33	109.50157596276225	-0.060967419	0.043162495	-1.412509159	0.1578000958626449	0.3238036902203502
294	RP13-15M17.1	1.788642936336892	-0.133712956	0.1473536472605952	-0.907428887	0.3641800393543966	0.5553873934727466
295	TMEM201	144.6325183898836	-0.07685342	0.057030712	-1.347579517	0.1777936622734136	0.3499341526545618
296	PIK3CD	16710.24565950728	0.1616889677237097	0.056751803	2.8490542932269207	0.00438494	0.031024335
297	PIK3CD-AS1	230.60280559286275	0.1717091376885484	0.1068705667408936	1.606701853699861	0.1081197867984976	0.2521038956797052
298	RP11-558F24.2	1.756879423	0.1234891523358241	0.1895474265538172	0.6514947450408274	0.5147271681965824	0.6874001397107657
299	PIK3CD-AS2	8.810754164108237	0.1348127652513741	0.090286451	1.4931671838761706	0.1353934298134968	0.2921295506354855
300	CLSTN1	1652.6062165010112	-0.14880513	0.063789874	-2.332739072	0.019661844	0.082098118
303	CTNNBIP1	476.0232184830096	-0.067959575	0.030557112	-2.224018264	0.026147215	0.099153811
304	LZIC	366.7738780240849	0.048742735	0.035091632	1.389013050154441	0.1648287817431661	0.3334904792988817
305	RP11-84A14.4	3.533876115450217	-0.077075879	0.104922813	-0.734596004	0.4625855721153546	0.6445786793866901
306	NMNAT1	359.9309192254505	0.087563974	0.087422515	1.0016181056677882	0.3165280730047806	0.5094671538927593
307	RN7SKP269	4.226384701629251	-0.021866429	0.090267391	-0.242240625	0.8085937178753557	0.8949195225153567
310	RBP7	691.9007130828388	0.032208221	0.085428801	0.3770182993518348	0.706160006	0.8289501643427469
311	UBE4B	1631.942844996987	0.064644163	0.036579825	1.7672080921996425	0.077193385	0.2026386610795522
315	KIF1B	3289.8453726346784	0.2506701990346811	0.064132739	3.908615212082101	9.282667650438536e-05	0.002494491
318	PGD	51207.80387479588	0.1076016896605567	0.084203502	1.277876659	0.2012929192067876	0.3803031661636704
320	CENPS	32.23168038011729	0.037295957	0.065135141	0.5725934745107966	0.5669199790601959	0.7301126570196622
321	CORT	18.38523145664123	-0.301841342	0.099216455	-3.042250814	0.002348161	0.020502333
322	DFFA	450.8167340162212	-0.051513535	0.02609711	-1.973917278	0.04839115	0.1490303676778072
323	PEX14	531.3706662	-0.167540721	0.046499069	-3.603098383	0.000314446	0.00544455
325	CASZ1	245.9167393	-0.204842138	0.056021452	-3.656494626	0.000255688	0.00478386
326	RP4-734G22.3	113.52965806956615	-0.322268602	0.082518453	-3.905412542	9.40647744587506e-05	0.00251689
328	C1orf127	11.737704293631449	-0.265733816	0.096786297	-2.745572723	0.006040538	0.038374456
330	TARDBP	2347.759259396672	-0.009372034	0.021463311	-0.436653692	0.6623625179662609	0.7996423877873295
331	MASP2	39.71600516508754	0.1661655225804692	0.1018830250763609	1.6309441386916883	0.1029021070812314	0.2437521211432045
332	RP4-635E18.8	118.31565417396052	0.1370105483968961	0.072276613	1.895641509967372	0.058007464	0.168098025
333	SRM	861.4244258914287	-0.119167827	0.046364063	-2.570262784	0.01016214	0.053180796
334	EXOSC10	1255.9544800854812	-0.116173562	0.042774884	-2.71592937	0.006609002	0.040357888
335	RP4-635E18.7	83.19821356340184	-0.103527403	0.065326006	-1.584780861	0.1130161322963869	0.2597721629469143
336	RP4-635E18.6	1.9745217537966235	-0.227063516	0.1471306353588076	-1.543278296	0.1227632672224945	0.2741488954109803
337	MTOR	1018.2260274254228	-0.02820157	0.030648537	-0.920160407	0.3574889409998466	0.5490035773906135
340	ANGPTL7	7.439293830281411	-0.323042613	0.1476663965550051	-2.187651496	0.028694998	0.1053942911615654
343	UBIAD1	387.3663928928526	-0.005962531	0.035922025	-0.165985368	0.8681684647278021	0.9276667844506452
346	DISP3	11.78031899232565	-0.322696959	0.1092086136244288	-2.954867282	0.003128036	0.024844572
348	FBXO2	124.64666919394335	-0.092965164	0.093483625	-0.994453993	0.3200018930352669	0.5127448233283698
349	FBXO44	976.6503381096896	-0.124347227	0.064491358	-1.928122341	0.053839911	0.1600228437941169
350	FBXO6	819.6554490200127	0.1010143449821784	0.04801096	2.1039851216393983	0.035379745	0.1212420466351719
351	MAD2L2	1352.6441767974356	-0.03236333	0.044780562	-0.722709323	0.4698584862641326	0.6507100719165558
352	DRAXIN	145.13633906583462	-0.066582305	0.097496725	-0.682918379	0.4946584199687037	0.6712701162949896
353	AGTRAP	13891.595869572198	0.082837299	0.082372176	1.005646599114251	0.3145855994787889	0.5077607872757466
354	C1orf167	3.544139375154521	0.4482625429340121	0.1339740490573044	3.3458908354876824	0.000820187	0.010307843
356	MTHFR	1302.560692609892	-0.08646742	0.032069657	-2.69623775	0.007012759	0.042058338
357	CLCN6	627.9287149	-0.116824918	0.043486553	-2.686460768	0.007221343	0.042792539
358	NPPA-AS1	27.647763998417886	-0.129694558	0.064785277	-2.001914069	0.045293974	0.142724485
359	NPPA	74.47871973095178	-0.454816478	0.1193165443804952	-3.811847559	0.000137932	0.003222815
360	NPPB	6.861656445600782	-0.08608595	0.215370102	-0.399711701	0.689368873	0.8187797735658668
364	KIAA2013	4913.418606711248	0.00435076	0.074097209	0.058716925	0.9531775782872944	0.974786853
365	PLOD1	4127.561043997933	-0.052380412	0.055281001	-0.947530092	0.3433687298880252	0.5357318624699743
366	MFN2	6853.851790754636	0.044988859	0.054047514	0.8323945912167019	0.4051862540306736	0.5931671223261139
368	MIIP	3958.541421491675	-0.023734717	0.050710995	-0.468038862	0.6397567987779795	0.7837511457338099
371	TNFRSF8	528.3194756271178	-0.155872799	0.05925761	-2.630426708	0.008527776	0.047526353
375	TNFRSF1B	55482.230956612046	-0.190296395	0.052282486	-3.639773298	0.000272878	0.005000221
379	VPS13D	1466.3187541453667	0.052613069	0.030548623	1.7222730339478032	0.08502007	0.2153322571695103
380	SNORA59A	2.962833847480797	0.082532517	0.1059573605444847	0.7789219788367503	0.4360256760004655	0.6212460876951379
382	DHRS3	966.0211250969196	-0.212625016	0.092550863	-2.297385547	0.021596786	0.087200132
385	RP11-474O21.5	1.7868300589788215	0.1156429671960965	0.1378873898943878	0.8386768890517906	0.4016506506398205	0.5899347651116335
395	HNRNPCL1	2.4954818617540995	0.003420199	0.1037074328282798	0.032979304	0.9736910918716624	0.9861346817311536
429	LRRC38	1.554582060739689	0.4120940955327846	0.3148031390610453	1.309053323807146	0.1905162886290926	0.3665667150890235
432	PDPN	12.642766608806978	-0.027252395	0.1755918939006517	-0.155203034	0.8766612561823725	0.932894055
436	PRDM2	2059.2769015105714	0.1141419480661346	0.043903348	2.599846109509302	0.009326557	0.050474566
437	KAZN	380.25422877177937	0.1016863782447345	0.093391878	1.0888139322845485	0.2762359464591288	0.4679275215581322
442	TMEM51-AS1	2.2237551515053773	-0.092511126	0.1512641547886005	-0.611586571	0.5408113251759835	0.7086277192185336
443	TMEM51	71.26598255854658	-0.188879468	0.1059141543863017	-1.783326027	0.074533247	0.198256047
447	FHAD1	14.728576221183184	0.048987932	0.083247766	0.5884594197667994	0.5562239642969942	0.7213778666579665
448	RP3-467K16.2	2.2770452431427373	0.2162829022274661	0.1554152195735976	1.3916455725563237	0.1640297514383546	0.3323602585125003
450	RP3-467K16.4	73.89598519183534	0.2406381462632334	0.086452991	2.783456578270412	0.005378306	0.035631994
451	EFHD2	32408.841941899376	0.058801802	0.06058193	0.970616187	0.3317394420045858	0.5239276640544627
452	CTRC	83.18995817102586	0.3016083094368886	0.07560742	3.989136372300043	6.631429093857042e-05	0.001982701
453	CELA2A	13.56548406148229	0.040563074	0.2083975496905617	0.19464276	0.8456726258790701	0.9157131253544928
454	CELA2B	4.469060645904489	0.4130491408668858	0.1462019879423465	2.8251951063057232	0.004725183	0.032598132
455	CASP9	735.7087521735408	-0.064290045	0.033062515	-1.944499526	0.051835243	0.1561226275106031
